-2.1460e-06 7
-2.1160e-06 8
-2.1910e-06 9
-2.5240e-06 10
-4.4440e-06 11
-9.5180e-06 12
-1.7520e-05 13
-2.3770e-05 14
-2.6150e-05 15
-2.7530e-05 16
-3.1650e-05 17
-5.1320e-05 18
-4.6780e-05 19
-5.4840e-05 20
-5.6980e-05 21
-8.6060e-05 22 
-5.8070e-05 23
-7.9720e-05 24
