4.1230e-11 5
1.4500e-10 6
6.1610e-10 7
2.6590e-09 8
1.1960e-08 9
7.1760e-08 10
9.1820e-07 11
6.8150e-06 12
1.6590e-05 13
2.0960e-05 14
2.0620e-05 15
2.5070e-05 16
2.5420e-05 17
2.7630e-05 18
