   0.000E+00   0.000E+00   0.000E+00
   1.000E-08   3.481E-03  -2.677E-11
   2.000E-08   3.442E-03  -2.694E-11
   3.000E-08   3.399E-03  -2.709E-11
   4.000E-08   3.360E-03  -2.729E-11
   5.000E-08   3.319E-03  -2.749E-11
   6.000E-08   3.265E-03  -2.756E-11
   7.000E-08   3.220E-03  -2.775E-11
   8.000E-08   3.174E-03  -2.793E-11
   9.000E-08   3.126E-03  -2.812E-11
   1.000E-07   3.076E-03  -2.830E-11
   1.100E-07   3.010E-03  -2.830E-11
   1.200E-07   2.964E-03  -2.856E-11
   1.300E-07   2.903E-03  -2.864E-11
   1.400E-07   2.854E-03  -2.889E-11
   1.500E-07   2.790E-03  -2.897E-11
   1.600E-07   2.709E-03  -2.887E-11
   1.700E-07   2.656E-03  -2.910E-11
   1.800E-07   2.588E-03  -2.917E-11
   1.900E-07   2.531E-03  -2.939E-11
   2.000E-07   2.462E-03  -2.946E-11
   2.100E-07   2.402E-03  -2.967E-11
   2.200E-07   2.330E-03  -2.973E-11
   2.300E-07   2.241E-03  -2.961E-11
   2.400E-07   2.178E-03  -2.979E-11
   2.500E-07   2.086E-03  -2.966E-11
   2.600E-07   2.028E-03  -2.992E-11
   2.700E-07   1.987E-03  -3.040E-11
   2.800E-07   1.893E-03  -3.026E-11
   2.900E-07   1.798E-03  -3.010E-11
   3.000E-07   1.737E-03  -3.037E-11
   3.100E-07   1.641E-03  -3.021E-11
   3.200E-07   1.594E-03  -3.065E-11
   3.300E-07   1.495E-03  -3.048E-11
   3.400E-07   1.396E-03  -3.031E-11
   3.500E-07   1.334E-03  -3.058E-11
   3.600E-07   1.283E-03  -3.099E-11
   3.700E-07   1.182E-03  -3.080E-11
   3.800E-07   1.080E-03  -3.061E-11
   3.900E-07   9.780E-04  -3.042E-11
   4.000E-07   9.149E-04  -3.069E-11
   4.100E-07   8.595E-04  -3.105E-11
   4.200E-07   7.561E-04  -3.084E-11
   4.300E-07   6.524E-04  -3.063E-11
   4.400E-07   5.893E-04  -3.090E-11
   4.500E-07   4.854E-04  -3.069E-11
   4.600E-07   4.266E-04  -3.101E-11
   4.700E-07   3.219E-04  -3.078E-11
   4.800E-07   3.040E-04  -3.158E-11
   4.900E-07   1.120E-04  -3.030E-11
   5.000E-07   9.403E-05  -3.110E-11
   5.100E-07  -1.087E-05  -3.085E-11
   5.200E-07  -1.161E-04  -3.059E-11
   5.300E-07  -1.341E-04  -3.138E-11
   5.400E-07  -3.260E-04  -3.007E-11
   5.500E-07  -3.438E-04  -3.084E-11
   5.600E-07  -4.445E-04  -3.062E-11
   5.700E-07  -5.528E-04  -3.029E-11
   5.800E-07  -5.700E-04  -3.105E-11
   5.900E-07  -7.609E-04  -2.972E-11
   6.000E-07  -7.774E-04  -3.046E-11
   6.100E-07  -8.729E-04  -3.026E-11
   6.200E-07  -9.834E-04  -2.986E-11
   6.300E-07  -9.988E-04  -3.059E-11
   6.400E-07  -1.188E-03  -2.923E-11
   6.500E-07  -1.202E-03  -2.996E-11
   6.600E-07  -1.291E-03  -2.977E-11
   6.700E-07  -1.403E-03  -2.930E-11
   6.800E-07  -1.416E-03  -3.001E-11
   6.900E-07  -1.601E-03  -2.862E-11
   7.000E-07  -1.613E-03  -2.932E-11
   7.100E-07  -1.623E-03  -3.001E-11
   7.200E-07  -1.806E-03  -2.861E-11
   7.300E-07  -1.815E-03  -2.929E-11
   7.400E-07  -1.893E-03  -2.913E-11
   7.500E-07  -2.004E-03  -2.854E-11
   7.600E-07  -2.010E-03  -2.921E-11
   7.700E-07  -2.189E-03  -2.777E-11
   7.800E-07  -2.193E-03  -2.843E-11
   7.900E-07  -2.262E-03  -2.829E-11
   8.000E-07  -2.372E-03  -2.763E-11
   8.100E-07  -2.373E-03  -2.827E-11
   8.200E-07  -2.546E-03  -2.680E-11
   8.300E-07  -2.544E-03  -2.743E-11
   8.400E-07  -2.603E-03  -2.731E-11
   8.500E-07  -2.711E-03  -2.657E-11
   8.600E-07  -2.706E-03  -2.718E-11
   8.700E-07  -2.872E-03  -2.569E-11
   8.800E-07  -2.864E-03  -2.629E-11
   8.900E-07  -2.912E-03  -2.618E-11
   9.000E-07  -3.016E-03  -2.537E-11
   9.100E-07  -3.004E-03  -2.596E-11
   9.200E-07  -3.162E-03  -2.444E-11
   9.300E-07  -3.147E-03  -2.501E-11
   9.400E-07  -3.130E-03  -2.558E-11
   9.500E-07  -3.283E-03  -2.404E-11
   9.600E-07  -3.315E-03  -2.396E-11
   9.700E-07  -3.361E-03  -2.368E-11
   9.800E-07  -3.267E-03  -2.508E-11
   9.900E-07  -3.412E-03  -2.352E-11
   1.000E-06  -3.457E-03  -2.317E-11
   1.010E-06  -3.600E-03  -2.159E-11
   1.020E-06  -3.493E-03  -2.305E-11
   1.030E-06  -3.630E-03  -2.147E-11
   1.040E-06  -3.673E-03  -2.103E-11
   1.050E-06  -3.556E-03  -2.252E-11
   1.060E-06  -3.687E-03  -2.093E-11
   1.070E-06  -3.728E-03  -2.042E-11
   1.080E-06  -3.600E-03  -2.196E-11
   1.090E-06  -3.724E-03  -2.035E-11
   1.100E-06  -3.763E-03  -1.977E-11
   1.110E-06  -3.624E-03  -2.135E-11
   1.120E-06  -3.741E-03  -1.974E-11
   1.130E-06  -3.777E-03  -1.909E-11
   1.140E-06  -3.890E-03  -1.745E-11
   1.150E-06  -3.737E-03  -1.908E-11
   1.160E-06  -3.843E-03  -1.745E-11
   1.170E-06  -3.875E-03  -1.671E-11
   1.180E-06  -3.710E-03  -1.839E-11
   1.190E-06  -3.809E-03  -1.675E-11
   1.200E-06  -3.837E-03  -1.595E-11
   1.210E-06  -3.660E-03  -1.768E-11
   1.220E-06  -3.751E-03  -1.603E-11
   1.230E-06  -3.775E-03  -1.516E-11
   1.240E-06  -3.862E-03  -1.349E-11
   1.250E-06  -3.668E-03  -1.528E-11
   1.260E-06  -3.747E-03  -1.362E-11
   1.270E-06  -3.766E-03  -1.267E-11
   1.280E-06  -3.559E-03  -1.451E-11
   1.290E-06  -3.629E-03  -1.285E-11
   1.300E-06  -3.644E-03  -1.184E-11
   1.310E-06  -3.424E-03  -1.373E-11
   1.320E-06  -3.485E-03  -1.207E-11
   1.330E-06  -3.494E-03  -1.100E-11
   1.340E-06  -3.549E-03  -9.314E-12
   1.350E-06  -3.313E-03  -1.128E-11
   1.360E-06  -3.316E-03  -1.016E-11
   1.370E-06  -3.362E-03  -8.472E-12
   1.380E-06  -3.111E-03  -1.049E-11
   1.390E-06  -3.148E-03  -8.824E-12
   1.400E-06  -3.144E-03  -7.636E-12
   1.410E-06  -4.273E-02   4.970E-10
   1.420E-06  -4.103E-02   4.773E-10
   1.430E-06  -3.934E-02   4.576E-10
   1.440E-06  -3.764E-02   4.379E-10
   1.450E-06  -3.594E-02   4.181E-10
   1.460E-06  -3.424E-02   3.984E-10
   1.470E-06  -3.255E-02   3.786E-10
   1.480E-06  -3.085E-02   3.589E-10
   1.490E-06  -2.915E-02   3.391E-10
   1.500E-06  -2.745E-02   3.194E-10
